corpus	language	file	bytes	chars	lines	tokens	bytes_per_token	tokens_per_line
python-stdlib	Python	/usr/lib/python3.14/sysconfig/__init__.py	29047	29047	797	6963	4.1716	8.7365
python-stdlib	Python	/usr/lib/python3.14/signal.py	2495	2495	94	626	3.9856	6.6596
python-stdlib	Python	/usr/lib/python3.14/encodings/hz.py	1011	1011	39	232	4.3578	5.9487
python-stdlib	Python	/usr/lib/python3.14/re/_constants.py	6036	6036	224	1604	3.7631	7.1607
python-stdlib	Python	/usr/lib/python3.14/encodings/oem.py	1019	1019	41	226	4.5088	5.5122
python-stdlib	Python	/usr/lib/python3.14/asyncio/windows_events.py	32813	32813	906	7015	4.6775	7.7428
python-stdlib	Python	/usr/lib/python3.14/json/decoder.py	12873	12873	364	3123	4.1220	8.5797
python-stdlib	Python	/usr/lib/python3.14/_pyrepl/historical_reader.py	13240	13240	419	3048	4.3438	7.2745
python-stdlib	Python	/usr/lib/python3.14/encodings/utf_7.py	946	946	38	214	4.4206	5.6316
python-stdlib	Python	/usr/lib/python3.14/encodings/palmos.py	13552	13552	308	5058	2.6793	16.4221
python-stdlib	Python	/usr/lib/python3.14/unittest/async_case.py	6007	6007	158	1333	4.5064	8.4367
python-stdlib	Python	/usr/lib/python3.14/urllib/response.py	2361	2361	84	556	4.2464	6.6190
python-stdlib	Python	/usr/lib/python3.14/mimetypes.py	26695	26695	747	6688	3.9915	8.9531
python-stdlib	Python	/usr/lib/python3.14/xml/sax/expatreader.py	16034	16034	454	3372	4.7550	7.4273
python-stdlib	Python	/usr/lib/python3.14/email/parser.py	4970	4970	127	1066	4.6623	8.3937
python-stdlib	Python	/usr/lib/python3.14/wsgiref/util.py	5489	5489	159	1312	4.1837	8.2516
python-stdlib	Python	/usr/lib/python3.14/encodings/iso8859_2.py	13404	13404	307	5015	2.6728	16.3355
python-stdlib	Python	/usr/lib/python3.14/encodings/cp500.py	13121	13121	307	4901	2.6772	15.9642
python-stdlib	Python	/usr/lib/python3.14/encodings/bz2_codec.py	2249	2249	78	512	4.3926	6.5641
python-stdlib	Python	/usr/lib/python3.14/fileinput.py	15717	15717	442	3453	4.5517	7.8122
python-stdlib	Python	/usr/lib/python3.14/wsgiref/types.py	1717	1717	54	448	3.8326	8.2963
python-stdlib	Python	/usr/lib/python3.14/tkinter/filedialog.py	14939	14939	492	3255	4.5896	6.6159
python-stdlib	Python	/usr/lib/python3.14/encodings/utf_32_be.py	930	930	37	208	4.4712	5.6216
python-stdlib	Python	/usr/lib/python3.14/email/charset.py	16993	16993	396	4035	4.2114	10.1894
python-stdlib	Python	/usr/lib/python3.14/asyncio/__init__.py	2413	2413	74	540	4.4685	7.2973
python-stdlib	Python	/usr/lib/python3.14/importlib/resources/_itertools.py	1277	1277	38	330	3.8697	8.6842
python-stdlib	Python	/usr/lib/python3.14/dbm/__init__.py	6024	6024	194	1534	3.9270	7.9072
python-stdlib	Python	/usr/lib/python3.14/wsgiref/validate.py	15036	15036	438	3564	4.2189	8.1370
python-stdlib	Python	/usr/lib/python3.14/email/mime/nonmultipart.py	684	684	21	152	4.5000	7.2381
python-stdlib	Python	/usr/lib/python3.14/encodings/johab.py	1023	1023	39	240	4.2625	6.1538
python-stdlib	Python	/usr/lib/python3.14/encodings/_win_cp_codecs.py	1229	1229	36	257	4.7821	7.1389
python-stdlib	Python	/usr/lib/python3.14/zoneinfo/_common.py	5758	5758	172	1446	3.9820	8.4070
python-stdlib	Python	/usr/lib/python3.14/encodings/utf_8.py	1005	1005	42	229	4.3886	5.4524
python-stdlib	Python	/usr/lib/python3.14/encodings/cp861.py	34633	34633	698	14367	2.4106	20.5831
python-stdlib	Python	/usr/lib/python3.14/getpass.py	8321	8321	256	1861	4.4713	7.2695
python-stdlib	Python	/usr/lib/python3.14/reprlib.py	8064	8064	230	2004	4.0240	8.7130
python-stdlib	Python	/usr/lib/python3.14/encodings/cp775.py	34476	34476	697	14294	2.4119	20.5079
python-stdlib	Python	/usr/lib/python3.14/compileall.py	20691	20691	472	4106	5.0392	8.6992
python-stdlib	Python	/usr/lib/python3.14/curses/has_key.py	5634	5634	192	2056	2.7403	10.7083
python-stdlib	Python	/usr/lib/python3.14/importlib/resources/__init__.py	703	703	43	171	4.1111	3.9767
python-stdlib	Python	/usr/lib/python3.14/xmlrpc/__init__.py	38	38	1	8	4.7500	8.0000
python-stdlib	Python	/usr/lib/python3.14/re/_compiler.py	26855	26855	782	6352	4.2278	8.1228
python-stdlib	Python	/usr/lib/python3.14/multiprocessing/process.py	12233	12233	443	2696	4.5375	6.0858
python-stdlib	Python	/usr/lib/python3.14/tabnanny.py	11507	11507	338	2948	3.9033	8.7219
python-stdlib	Python	/usr/lib/python3.14/zipfile/_path/__init__.py	11953	11923	452	2898	4.1246	6.4115
python-stdlib	Python	/usr/lib/python3.14/email/_encoded_words.py	8541	8541	233	2057	4.1522	8.8283
python-stdlib	Python	/usr/lib/python3.14/encodings/cp1254.py	13502	13502	307	5040	2.6790	16.4169
python-stdlib	Python	/usr/lib/python3.14/email/encoders.py	1773	1773	65	460	3.8543	7.0769
python-stdlib	Python	/usr/lib/python3.14/bisect.py	3423	3423	118	939	3.6454	7.9576
python-stdlib	Python	/usr/lib/python3.14/bz2.py	11978	11978	352	2723	4.3988	7.7358
python-stdlib	Python	/usr/lib/python3.14/xmlrpc/server.py	36842	36842	1003	7552	4.8784	7.5294
python-stdlib	Python	/usr/lib/python3.14/concurrent/futures/__init__.py	1863	1863	65	336	5.5446	5.1692
python-stdlib	Python	/usr/lib/python3.14/wsgiref/handlers.py	21809	21809	575	4760	4.5817	8.2783
python-stdlib	Python	/usr/lib/python3.14/codecs.py	36840	36840	1125	7655	4.8125	6.8044
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/4ABE239854AA6F4B07B33E14DD7CD017A20C5125	4581	4581	113	1176	3.8954	10.4071
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/FF083EB0E89BCFECC87EB787EFCD22F318031984	2691	2691	86	793	3.3934	9.2209
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/849E6376F5F1FD074A5A401C15B678B0456801A3	1018	1018	47	296	3.4392	6.2979
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/8DA34595F7EE3997B64F202893F4E3E1BA4FB473	5950	5950	141	1565	3.8019	11.0993
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/CD7FD2621B863B54841EFCCF64A427B6CE6CF580	7972	7972	184	2016	3.9544	10.9565
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/778794D871A554B8CA6370911C0B2CC38DBC25F7	9105	9105	213	2159	4.2172	10.1362
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/721137C2F6D20EE9AFD2231ED996C00716B33410	3239	3239	112	1111	2.9154	9.9196
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/2F00F05E45D716A13FC156FFCC59F47A85D46D9E	4756	4756	113	1189	4.0000	10.5221
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/3BEC66600B53D40734C809585773D5DA8F147D04	4581	4581	113	1176	3.8954	10.4071
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/21741304BDA68705FB314E8632BDD782605DF870	3322	3322	86	820	4.0512	9.5349
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/29252744A325BE23FF9D9686E1B8A276F1E7D716	12395	12395	291	3271	3.7894	11.2405
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/7A2BDAC0569AE07D0B92D916AD5F8459B9C0AC68	6858	6858	155	1735	3.9527	11.1935
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/54A5D84443905448AA75FD7399D08C615CD66C2A	8215	8215	189	2352	3.4928	12.4444
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/C0CB5FD1264B0589F6CAD7968CBD18D16A2D47D3	1767	1767	47	464	3.8082	9.8723
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/0EB45A5D268E2C5B8B1C96C657979ECCA129F7BE	10710	10710	229	2593	4.1304	11.3231
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/F7BDBF381F09FE0F580CF5C362F2CC902D6B1FBC	5352	5352	144	1309	4.0886	9.0903
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/6C281EF1DBADC3EC09B7E8FF02AF22B5D2D215B4	5117	5117	121	1305	3.9211	10.7851
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/045595FF877E379814C3297B03E171E0DFFBFE07	681	681	25	192	3.5469	7.6800
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/CAB3E1028E3335F1CC07A129EB1CED273F6F2A44	641	641	23	172	3.7267	7.4783
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/BBC55395224F9561CA6C375B093035D1B5E96A13	768	767	23	253	3.0356	11.0000
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/927CE7D6739A1D750DBF04F5207963E9728C5255	8215	8215	189	2352	3.4928	12.4444
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/DB9398D7DB80EA1289F3B32CB3E7382846BF06BA	4240	4240	117	1158	3.6615	9.8974
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/383DC910BF9202F56B8C39E4230D1AF72418892A	2309	2306	71	903	2.5570	12.7183
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/19AF4BBE1C1B3B686A7F56B5B0A76D23BF36F6D4	5034	5034	131	1310	3.8427	10.0000
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/01064D90AEE66D1A03CACBDAC7C2A43708A53421	11029	11029	262	2776	3.9730	10.5954
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/8CD751D95CEE676CDC049FD03E6ADE65813418AA	4333	4333	131	1020	4.2480	7.7863
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/25671C738432B0DD91606197D632FC35AB6E4C60	4259	4259	121	1158	3.6779	9.5702
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/C6814B925758AC1D6228241E793C0219C9229114	4259	4259	121	1158	3.6779	9.5702
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/77450C4412EF24945FA8FCD8C86191A2C49E01A0	6816	6816	164	1751	3.8926	10.6768
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/D158950556A29271BC21694041A4B22922F28AD0	5352	5352	144	1309	4.0886	9.0903
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/4176D1EA9BCE3FD047D229FC4A586F4DABC8C361	5034	5034	131	1310	3.8427	10.0000
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/6BF9BED1AC9EA77B236557595F04BDE1842528D1	10710	10710	229	2593	4.1304	11.3231
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/9C5E907FDB5A7FDA7D57D60DDB8743397EB91D03	458	458	22	125	3.6640	5.6818
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/5EC79AAC3D080800E39567D1C3C6956418E2BF1F	246	246	10	70	3.5143	7.0000
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/418FBEB11355D6AA055633DD1ED2BF5E9E4DC65B	4756	4756	113	1189	4.0000	10.5221
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/6035834F9E6BEEE2BEE13DB18003E0D1214C05C4	1777	1777	66	527	3.3719	7.9848
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/43AE55A5E7019DA18D01F203EF3BA36F6F45626D	642	642	20	247	2.5992	12.3500
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/EED6E6994AEF01F715D2437ADEC27506DC0D847E	4050	4050	118	1057	3.8316	8.9576
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/5F37C24C738F8DFA48410BD59A2D800F13A431F6	3641	3613	138	1642	2.2174	11.8986
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/98C6867905B1DAAC1C52B2E5A6912B524FD8832C	5031	5031	134	1294	3.8879	9.6567
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/A17E476BE68F8F8ED7AD2B91068D7F310F70B30E	149	149	9	39	3.8205	4.3333
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/2D8283B9E43D347502A6F3AAF745DBCA8081E60B	11029	11029	262	2776	3.9730	10.5954
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/BB8EC9FB32E8DD7F3EF80845874DAE400500A3E8	1397	1389	43	594	2.3519	13.8140
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/E4346117C52156EDB27C0223BCA65C176ED6C9C0	9776	9776	238	2480	3.9419	10.4202
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/01B3DD039A223745C65CABB479471C0786E27136	1471	1471	57	319	4.6113	5.5965
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/AE1DAEF331A49121F8ED6BBF7F2323647934008D	41045	41039	1117	11050	3.7145	9.8926
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/8F639F45F7806E3270F2BC7B61E58A749CE1E62F	2645	2645	73	681	3.8840	9.3288
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/74F14360D0E07956931F3A0D3511B7C6396EAF28	4333	4333	131	1020	4.2480	7.7863
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/DAA1D17F79EA3041EE6D10A53829EFCB0A019B5B	2160	2160	110	654	3.3028	5.9455
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/2C1F929BC8E6CBB4B0D430EEAD9245C9F012D547	9776	9776	238	2480	3.9419	10.4202
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/D4EB2FB9393441DAFB2810A17D22623C5AEBD38B	6858	6858	155	1735	3.9527	11.1935
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/AF98B30A9BCAC4B6BC3DF06011337EE61DC5DB1D	5117	5117	121	1305	3.9211	10.7851
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/5D2A3D313C70AECD061453D95D095FB7421CB69F	4023	4023	114	1173	3.4297	10.2895
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/31572043D118E0B682D0C8402FFD1E11B1499911	2948	2948	88	734	4.0163	8.3409
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/08CB7C2462427A76853A274EA9E984A9F2668CBF	5009	5009	124	1295	3.8680	10.4435
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/4FAB91C112CBC4B6C21848629140A80890DC0B00	9105	9105	213	2159	4.2172	10.1362
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/50C0A91D568B07AC910514BD2521C98D2177AE7D	822	822	31	237	3.4684	7.6452
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/0977831AAAEA377A216446CD313F8313B1FD8A3C	6816	6816	164	1751	3.8926	10.6768
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/B9462EE12B81B7068A5E6BF6284AEBB1BD781049	5031	5031	134	1294	3.8879	9.6567
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/CA1D03C75E18FA7F8CAE09297DFCEA89E4C5DD8F	8636	8636	343	2507	3.4448	7.3090
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/3FCF494DEF99745C605BCA7EE94CBC8DF9A066E3	12395	12395	291	3271	3.7894	11.2405
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/FE7EF334C76D8A2792580756118DFF7F48822B4A	10213	10213	245	2496	4.0917	10.1878
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/A63D6B4F80654846B7972A874E50C2BA334F75E6	4055	4055	118	1060	3.8255	8.9831
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/C494959826DCC8F33761FCF22D2E5FEBC08B5889	665	665	22	190	3.5000	8.6364
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/6D0596274BEF837C79F93D532BE3CB21E800D59B	7181	7181	185	2064	3.4792	11.1568
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/4CCC7989910C5F989EF00038523D158A8B084275	4434	4434	110	1156	3.8356	10.5091
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/F4DD4BB39DF1BEE22AAA0070AF2C1E45C0701D2A	7972	7972	184	2016	3.9544	10.9565
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/CD93C7AD80972AEE9D027D7300C7F36740165257	3855	3855	106	1021	3.7757	9.6321
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/7BE9DF305C6485DE0F1693EF6239CCE11C4A4458	10213	10213	245	2496	4.0917	10.1878
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/29F87462044509E6E1E313CB6C07EECC9CDC17AC	5009	5009	124	1295	3.8680	10.4435
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/C690AA70FE3950FC9DD1A61518EE41B6856BD381	7181	7181	185	2064	3.4792	11.1568
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/33B92B6C89E59D63DB688DB269F04CA2D4C51CBB	2645	2645	73	681	3.8840	9.3288
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/458E1D39A8860F2DEBD567401421F0A5477BC999	3445	3445	110	1079	3.1928	9.8091
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/D6744CA8485B81CFA46C6D13DCBF0F744A5EAFAB	4453	4453	104	1193	3.7326	11.4712
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/67A3E7E681BF4F97B0EF5CD1E69DA62B1B4D5115	4050	4050	118	1057	3.8316	8.9576
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/3362627216AEF24E4D417B7E434215C2980039A0	2691	2691	86	793	3.3934	9.2209
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/55C8D9B0181BA55A395234FA77923BCA7B856F03	1238	1238	42	570	2.1719	13.5714
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/E352791209A4066DA0E1E67A75ADB3CC0DF63CE3	5950	5950	141	1565	3.8019	11.0993
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/FA7AD3BADA1A842E3FF1E9A8C2FECCD997571180	4453	4453	104	1193	3.7326	11.4712
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/0C68847A18AF37D624A39033DAF26A86D8D9DE3A	4055	4055	118	1060	3.8255	8.9831
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/89F3E4EFE4BEC813A5CB6487A64B284C390504E9	2044	2044	38	568	3.5986	14.9474
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/C47411D2D8110B64C04A30268B9898E7D4D1856B	4858	4851	149	1805	2.6914	12.1141
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/02545F9A70D8209A4801C1CC007DD07DEFA93AAD	4514	4514	149	1354	3.3338	9.0872
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/0C4134E7EC1908E0849B3EAF24B59DB77C6387D8	4434	4434	110	1156	3.8356	10.5091
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/FE9C8A8D0936B03FFC0DF5D7BFE3C5F4F2E42419	1607	1607	71	484	3.3202	6.8169
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/49EEEE1040C7952CFB7FA7A2C591D8C5EB8E84EE	2948	2948	88	734	4.0163	8.3409
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/DEE71A27C3BC1A51DB55F62ECA428FEF4136753C	1362	1361	53	388	3.5103	7.3208
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/4843CE2ACA78E76ECC75D27E0C2C6A5BC79EF7E4	3322	3322	86	820	4.0512	9.5349
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/7B41CFC092B65D557F3F82B31376FB8BF1319147	454	454	22	141	3.2199	6.4091
raku-ecosystem	Raku	/home/longwalker/.rakubrew/versions/moar-2026.03/share/perl6/site/sources/A16781871CD609DE8D8499A6EDB625077EAAE556	3855	3855	106	1021	3.7757	9.6321
raku-repo	Raku	../../../../testData/inline-call/singleNamedArgumentSave.p6	94	94	5	28	3.3571	5.6000
raku-repo	Raku	../../../../testData/inline-call/singleStatementBlockInlineNoSaveBefore.p6	42	42	5	19	2.2105	3.8000
